cms_certification_number_ccn,provider_name,provider_address,citytown,state,zip_code,telephone_number,provider_ssa_county_code,countyparish,urban,ownership_type,number_of_certified_beds,average_number_of_residents_per_day,average_number_of_residents_per_day_footnote,provider_type,provider_resides_in_hospital,legal_business_name,date_first_approved_to_provide_medicare_and_medicaid_services,chain_name,chain_id,number_of_facilities_in_chain,chain_average_overall_5star_rating,chain_average_health_inspection_rating,chain_average_staffing_rating,chain_average_qm_rating,continuing_care_retirement_community,special_focus_status,abuse_icon,most_recent_health_inspection_more_than_2_years_ago,provider_changed_ownership_in_last_12_months,with_a_resident_and_family_council,automatic_sprinkler_systems_in_all_required_areas,overall_rating,overall_rating_footnote,health_inspection_rating,health_inspection_rating_footnote,qm_rating,qm_rating_footnote,longstay_qm_rating,longstay_qm_rating_footnote,shortstay_qm_rating,shortstay_qm_rating_footnote,staffing_rating,staffing_rating_footnote,reported_staffing_footnote,physical_therapist_staffing_footnote,reported_nurse_aide_staffing_hours_per_resident_per_day,reported_lpn_staffing_hours_per_resident_per_day,reported_rn_staffing_hours_per_resident_per_day,reported_licensed_staffing_hours_per_resident_per_day,reported_total_nurse_staffing_hours_per_resident_per_day,total_number_of_nurse_staff_hours_per_resident_per_day_on_t_4a14,registered_nurse_hours_per_resident_per_day_on_the_weekend,reported_physical_therapist_staffing_hours_per_resident_per_day,total_nursing_staff_turnover,total_nursing_staff_turnover_footnote,registered_nurse_turnover,registered_nurse_turnover_footnote,number_of_administrators_who_have_left_the_nursing_home,administrator_turnover_footnote,nursing_casemix_index,nursing_casemix_index_ratio,casemix_nurse_aide_staffing_hours_per_resident_per_day,casemix_lpn_staffing_hours_per_resident_per_day,casemix_rn_staffing_hours_per_resident_per_day,casemix_total_nurse_staffing_hours_per_resident_per_day,casemix_weekend_total_nurse_staffing_hours_per_resident_per_day,adjusted_nurse_aide_staffing_hours_per_resident_per_day,adjusted_lpn_staffing_hours_per_resident_per_day,adjusted_rn_staffing_hours_per_resident_per_day,adjusted_total_nurse_staffing_hours_per_resident_per_day,adjusted_weekend_total_nurse_staffing_hours_per_resident_per_day,rating_cycle_1_standard_survey_health_date,rating_cycle_1_total_number_of_health_deficiencies,rating_cycle_1_number_of_standard_health_deficiencies,rating_cycle_1_number_of_complaint_health_deficiencies,rating_cycle_1_health_deficiency_score,rating_cycle_1_number_of_health_revisits,rating_cycle_1_health_revisit_score,rating_cycle_1_total_health_score,rating_cycle_2_standard_health_survey_date,rating_cycle_23_total_number_of_health_deficiencies,rating_cycle_2_number_of_standard_health_deficiencies,rating_cycle_23_number_of_complaint_health_deficiencies,rating_cycle_23_health_deficiency_score,rating_cycle_23_number_of_health_revisits,rating_cycle_23_health_revisit_score,rating_cycle_23_total_health_score,total_weighted_health_survey_score,number_of_citations_from_infection_control_inspections,number_of_fines,total_amount_of_fines_in_dollars,number_of_payment_denials,total_number_of_penalties,location,latitude,longitude,geocoding_footnote,processing_date
345332,Wilson Healthcare and Rehabilitation Center,2501 Downing St SW,Wilson,NC,27893,2522376300,970,Wilson,N,For profit - Limited Liability company,81,92.0,,Medicare and Medicaid,N,WILSON OPCO LLC,1990-11-09,SIMCHA HYMAN & NAFTALI ZANZIPER,580,94,2.4,2.5,2.4,3.4,N,,N,N,N,Resident,Yes,4,,4,,3,,5,,1,,3,,,,2.02630,1.07555,0.34600,1.42155,3.44785,3.13141,0.13152,0.15078,45.3,,50.0,,0,,1.24587,0.89522,2.08761,0.77017,0.60814,3.46592,3.07473,2.24766,1.19305,0.38380,3.82451,3.47350,2025-01-13,1,1,0,4,1,0,4,2023-09-20,3,2,1,16,1,0,16,7.000,,0,0.00,0,0,"2501 Downing St SW,Wilson,NC,27893",35.7108,-77.941,,2026-04-01
345333,Abbotts Creek Center,877 Hill Everhart Road,Lexington,NC,27295,3362486644,280,Davidson,Y,For profit - Corporation,64,58.5,,Medicare and Medicaid,N,"SUNBRIDGE REGENCY - NORTH CAROLINA, LLC",1990-11-15,GENESIS HEALTHCARE,237,191,2.4,2.3,2.6,3.6,N,,N,N,N,Resident,Yes,4,,4,,4,,3,,4,,3,,,,1.83103,0.83605,0.90951,1.74556,3.57659,2.97830,0.57399,0.11118,54.1,,38.5,,0,,1.44427,1.03778,2.42005,0.89282,0.70498,4.01784,3.56437,1.75205,0.79999,0.87028,3.42233,2.84984,2026-01-07,5,5,1,16,1,0,16,2024-09-27,2,2,2,8,1,0,8,14.000,,0,0.00,0,0,"877 Hill Everhart Road,Lexington,NC,27295",35.8515,-80.227,,2026-04-01
345335,Franklin Oaks Nursing and Rehabilitation Center,1704 NC Highway 39 N,Louisburg,NC,27549,9194967222,340,Franklin,Y,For profit - Corporation,166,142.4,,Medicare and Medicaid,N,"EAGLE PEAK LTC GROUP, LLC",1990-11-02,PRINCIPLE LONG TERM CARE,423,44,3.1,3.0,3.0,3.4,N,,N,N,N,Resident,Yes,4,,3,,5,,5,,4,,3,,,,2.36343,0.66346,0.39680,1.06025,3.42368,3.22591,0.18558,0.06441,28.9,,23.1,,0,,1.25871,0.90445,2.10912,0.77811,0.61441,3.50164,3.10642,2.59487,0.72843,0.43565,3.75896,3.54182,2025-05-08,3,3,0,24,1,0,24,2024-04-18,10,10,0,56,1,0,56,32.000,,0,0.00,0,0,"1704 NC Highway 39 N,Louisburg,NC,27549",36.0898,-78.3,22,2026-04-01
345336,Signature Healthcare of Roanoke Rapids,305 East Fourteenth Street,Roanoke Rapids,NC,27870,2525376181,410,Halifax,N,For profit - Limited Liability company,108,76.8,,Medicare and Medicaid,N,LP ROANOKE RAPIDS LLC,1990-12-05,SIGNATURE HEALTHCARE,474,71,3.1,2.9,2.6,3.9,N,,N,N,N,Resident,Yes,2,,2,,5,,4,,5,,1,,,,2.15821,0.67059,0.47786,1.14845,3.30666,2.80635,0.38404,0.13115,73.8,,70.0,,2,,1.34952,0.96970,2.26130,0.83425,0.65874,3.75428,3.33055,2.21011,0.68672,0.48935,3.38617,2.87383,2025-01-08,13,10,3,96,1,0,96,2023-11-09,3,3,0,12,1,0,12,75.000,,1,9110.00,0,1,"305 East Fourteenth Street,Roanoke Rapids,NC,27870",36.4482,-77.657,,2026-04-01
345337,"Peak Resources - Alamance, Inc",215 College Street,Graham,NC,27253,3362288394,000,Alamance,Y,For profit - Corporation,142,131.9,,Medicare and Medicaid,N,"PEAK RESOURCES-ALAMANCE, INC.",1990-11-08,"PEAK RESOURCES, INC.",397,9,3.4,3.6,2.4,3.0,N,,N,N,N,Resident,Yes,5,,5,,3,,2,,4,,2,,,,2.26944,0.86817,0.28326,1.15143,3.42087,3.16002,0.13271,0.05342,55.3,,53.8,,1,,1.26872,0.91164,2.12590,0.78430,0.61929,3.52949,3.13113,2.47202,0.94566,0.30855,3.72623,3.44210,2024-10-31,0,0,0,0,0,0,0,2023-08-11,5,2,4,24,1,0,24,6.000,,1,3728.00,0,1,"215 College Street,Graham,NC,27253",36.0763,-79.405,,2026-04-01
345339,Windsor Rehabilitation and Healthcare Center,1306 South King Street,Windsor,NC,27983,2527945146,070,Bertie,N,For profit - Corporation,82,66.5,,Medicare and Medicaid,N,WINDSOR OPCO LLC,1990-12-18,SIMCHA HYMAN & NAFTALI ZANZIPER,580,94,2.4,2.5,2.4,3.4,N,,Y,N,N,Resident,Yes,1,,1,,1,,1,,1,,1,,,,1.69855,0.88671,0.39492,1.28163,2.98018,2.53018,0.32139,0.01214,75.0,,76.9,,1,,1.50724,1.08303,2.52556,0.93174,0.73572,4.19303,3.71978,1.55738,0.81302,0.36210,2.73250,2.31990,2026-01-13,22,12,15,156,1,0,156,2024-10-15,22,13,15,207,1,0,207,168.750,,2,249991.00,1,3,"1306 South King Street,Windsor,NC,27983",35.9895,-76.93,,2026-04-01
345340,The Greens at Maple Leaf,1101 Maple Care Lane,Statesville,NC,28625,7048710705,480,Iredell,Y,For profit - Limited Liability company,94,84.0,,Medicare and Medicaid,N,GREENS AT MAPLE LEAF LLC,1990-11-13,CCH HEALTHCARE,124,32,2.5,2.4,2.4,3.8,N,,N,N,N,Resident,Yes,4,,3,,5,,5,,3,,3,,,,2.79259,0.81477,0.37869,1.19346,3.98605,3.43526,0.27927,0.06917,32.1,,33.3,,0,,1.39231,1.00045,2.33299,0.86070,0.67962,3.87332,3.43615,2.77186,0.80871,0.37588,3.95645,3.40975,2025-07-03,4,3,1,36,1,0,36,2024-05-15,6,5,1,40,1,0,40,37.000,,2,23835.00,0,2,"1101 Maple Care Lane,Statesville,NC,28625",35.8112,-80.844,,2026-04-01
345341,Silver Bluff,100 Silver Bluff Drive,Canton,NC,28716,8286482044,430,Haywood,N,For profit - Corporation,131,117.2,,Medicare and Medicaid,N,LIBERTY COMMONS OF HAYWOOD COUNTY LLC,1990-09-24,LIBERTY SENIOR LIVING,310,37,2.6,2.9,2.1,3.0,N,,N,N,N,Resident,Yes,3,,3,,3,,3,,2,,2,,,,2.36136,0.40399,0.58123,0.98522,3.34657,2.93885,0.21420,0.01498,44.9,,40.0,,,26,1.35858,0.97621,2.27646,0.83984,0.66315,3.77946,3.35289,2.40202,0.41095,0.59124,3.40421,2.98946,2026-01-08,5,5,0,24,1,0,24,2024-11-07,4,3,4,20,1,0,20,23.000,,1,34902.00,0,1,"100 Silver Bluff Drive,Canton,NC,28716",35.4825,-82.879,,2026-04-01
345342,Big Elm Retirement and Nursing Centers,1285 West A Street,Kannapolis,NC,28081,7049320000,790,Rowan,Y,For profit - Individual,50,45.4,,Medicare and Medicaid,N,SENIOR VENTURES & MANAGEMENT INC,1991-01-01,,,,,,,,N,,N,N,N,Resident,Yes,4,,4,,3,,1,,4,,4,,,,3.71753,0.92791,0.58094,1.50884,5.22637,4.18048,0.38223,0.08417,43.8,,28.6,,1,,1.34202,0.96431,2.24872,0.82961,0.65507,3.73340,3.31203,3.82821,0.95553,0.59823,5.38197,4.30495,2025-08-28,4,4,0,12,1,0,12,2024-07-11,5,5,0,24,1,0,24,15.000,,0,0.00,0,0,"1285 West A Street,Kannapolis,NC,28081",35.513,-80.632,,2026-04-01
345343,Goldsboro Rehabilitation and Healthcare Center,1700 Wayne Memorial Drive,Goldsboro,NC,27534,9197312805,950,Wayne,Y,For profit - Corporation,130,128.1,,Medicare and Medicaid,N,GOLDSBORO OPCO LLC,1991-01-03,SIMCHA HYMAN & NAFTALI ZANZIPER,580,94,2.4,2.5,2.4,3.4,N,,N,N,N,Resident,Yes,3,,3,,2,,3,,2,,3,,,,2.01744,0.86807,0.52238,1.39045,3.40789,3.10041,0.35913,0.07993,38.8,,13.3,,0,,1.36688,0.98217,2.29037,0.84498,0.66721,3.80256,3.37338,2.03972,0.87766,0.52815,3.44553,3.13465,2025-12-17,3,3,1,28,1,0,28,2024-09-06,3,1,2,16,1,0,16,25.000,0,1,24850.00,0,1,"1700 Wayne Memorial Drive,Goldsboro,NC,27534",35.3939,-77.973,,2026-04-01
345344,Camellia Gardens Center for Nursing and Rehab,280 South Beckford Drive,Henderson,NC,27536,2524386141,900,Vance,N,For profit - Corporation,78,62.8,,Medicare and Medicaid,N,BECKFORD DRIVE OPERATING COMPANY LLC,1991-01-08,ALLIANCE HEALTH GROUP,714,11,1.3,1.5,1.6,1.6,N,,N,N,N,Resident,Yes,1,,1,,2,,2,,2,,1,,,,2.27089,0.79478,0.22331,1.01809,3.28898,3.03191,0.14511,0.06486,54.4,,100.0,,2,,1.25679,0.90307,2.10592,0.77692,0.61347,3.49631,3.10170,2.49708,0.87394,0.24555,3.61657,3.33390,2026-01-30,7,4,3,119,1,0,119,2024-08-29,26,14,13,160,1,0,160,129.250,,3,119656.00,2,5,"280 South Beckford Drive,Henderson,NC,27536",36.3372,-78.417,,2026-04-01
345345,Accordius Health at Monroe,204 Old Highway 74 East,Monroe,NC,28112,7048000601,890,Union,Y,For profit - Limited Liability company,60,48.3,,Medicare and Medicaid,N,Legal Business Name Not Available,1991-01-30,SIMCHA HYMAN & NAFTALI ZANZIPER,580,94,2.4,2.5,2.4,3.4,N,,N,N,N,Resident,Yes,4,,4,,4,,4,,3,,3,,,,1.69686,0.63634,0.70395,1.34029,3.03715,2.95513,0.80948,0.04198,63.6,,70.0,,1,,1.17213,0.84224,1.96405,0.72459,0.57215,3.26079,2.89276,2.00064,0.75026,0.82997,3.58087,3.48417,2025-04-10,4,4,0,8,1,0,8,2023-11-30,5,3,3,36,1,0,36,15.000,0,0,0.00,0,0,"204 Old Highway 74 East,Monroe,NC,28112",34.9762,-80.495,,2026-04-01
345348,Whispering Pines Nursing & Rehab Center,523 Country Club Drive,Fayetteville,NC,28301,9104880711,250,Cumberland,Y,For profit - Corporation,86,73.0,,Medicare and Medicaid,N,"CUMBERLAND CARE, INC.",1991-01-22,CENTURY CARE MANAGEMENT,131,7,4.1,4.1,2.9,3.6,N,,N,N,N,Resident,Yes,5,,5,,5,,4,,5,,3,,,,3.08243,0.73135,0.39942,1.13077,4.21320,3.34320,0.21576,0.03982,45.3,,37.5,,1,,1.40319,1.00827,2.35122,0.86742,0.68493,3.90358,3.46300,3.03582,0.72029,0.39338,4.14949,3.29265,2025-04-17,0,0,0,0,0,0,0,2024-02-16,2,2,1,24,1,0,24,6.000,,1,8512.00,0,1,"523 Country Club Drive,Fayetteville,NC,28301",35.1042,-78.887,,2026-04-01
345349,Woodbury Wellness Center Inc,2778 Country Club Drive,Hampstead,NC,28443,9102701443,700,Pender,Y,For profit - Corporation,112,104.6,,Medicare and Medicaid,N,"WOODBURY WELLNESS CENTER, INC.",1990-11-07,,,,,,,,N,,N,N,N,Resident,Yes,3,,3,,3,,4,,3,,4,,,,2.87597,1.15848,0.78096,1.93943,4.81540,4.15292,0.44436,0.04498,50.4,,36.4,,0,,1.32716,0.95363,2.22382,0.82042,0.64782,3.69206,3.27535,2.99475,1.20632,0.81321,5.01429,4.32444,2025-11-17,1,1,0,4,1,0,4,2024-07-24,5,5,2,133,1,0,133,36.250,,1,15646.00,0,1,"2778 Country Club Drive,Hampstead,NC,28443",34.3974,-77.645,,2026-04-01
345350,Courtland Terrace,2300 Aberdeen Boulevard,Gastonia,NC,28054,7048344800,350,Gaston,Y,Non profit - Corporation,77,71.0,,Medicare and Medicaid,Y,CAROMONT HEALTH SERVICES INC,1991-01-31,,,,,,,,N,,N,N,N,Resident,Yes,5,,4,,3,,2,,4,,5,,,,2.76433,1.61111,0.59366,2.20477,4.96910,4.46114,0.27456,0.22389,24.7,,25.0,,0,,1.26269,0.90731,2.11579,0.78057,0.61635,3.51270,3.11624,3.02548,1.76332,0.64974,5.43854,4.88259,2026-02-13,4,4,0,20,0,0,20,2024-10-31,2,1,1,8,1,0,8,17.000,,0,0.00,0,0,"2300 Aberdeen Boulevard,Gastonia,NC,28054",35.2685,-81.139,,2026-04-01
345351,Autumn Care of Saluda,501 Esseola Circle,Saluda,NC,28773,8287492261,740,Polk,N,For profit - Corporation,99,90.4,,Medicare and Medicaid,N,AUTUMN CORPORATION,1991-03-01,SABER HEALTHCARE GROUP,461,126,3.0,2.7,2.3,4.0,N,,Y,N,N,Resident,Yes,2,,2,,4,,3,,5,,3,,,,1.93601,0.83785,0.54434,1.38219,3.31820,3.07260,0.41414,0.00700,65.6,,23.1,,0,,1.25053,0.89857,2.09542,0.77305,0.61041,3.47889,3.08624,2.13950,0.92592,0.60155,3.66697,3.39556,2025-02-14,3,2,2,20,1,0,20,2023-11-01,13,7,13,172,1,0,172,58.000,,1,16801.00,0,1,"501 Esseola Circle,Saluda,NC,28773",35.2437,-82.347,,2026-04-01
345353,Highland House Rehabilitation and Healthcare,1700 Pamalee Drive,Fayetteville,NC,28301,9104882295,250,Cumberland,Y,For profit - Corporation,106,89.5,,Medicare and Medicaid,N,LIBERTY COMMONS NURSING AND REHABILITATION CENTER OF HIGHLAND,1991-03-05,LIBERTY SENIOR LIVING,310,37,2.6,2.9,2.1,3.0,N,,N,N,N,None,Yes,2,,3,,2,,2,,1,,1,,,,1.89702,1.11905,0.33605,1.45510,3.35212,3.02885,0.31317,0.01316,65.4,,80.0,,1,,1.37722,0.98961,2.30771,0.85137,0.67226,3.83134,3.39891,1.90357,1.12291,0.33721,3.36368,3.03930,2024-12-19,6,6,6,20,1,0,20,2023-10-25,5,0,5,32,0,0,32,23.000,2,0,0.00,0,0,"1700 Pamalee Drive,Fayetteville,NC,28301",35.0903,-78.921,,2026-04-01
345354,Piney Grove Nursing and Rehabilitation Center,728 Piney Grove Road,Kernersville,NC,27284,3369964038,330,Forsyth,Y,For profit - Limited Liability company,92,86.8,,Medicare and Medicaid,N,"SNOWSHOE LTC GROUP, LLC",1991-03-07,PRINCIPLE LONG TERM CARE,423,44,3.1,3.0,3.0,3.4,N,,N,N,N,Resident,Yes,3,,3,,2,,2,,3,,3,,,,2.47579,0.89891,0.63395,1.53286,4.00865,3.89298,0.36676,0.02346,67.6,,57.1,,0,,1.34999,0.97004,2.26208,0.83454,0.65896,3.75558,3.33170,2.53444,0.92021,0.64897,4.10362,3.98521,2026-01-27,1,1,0,0,0,0,0,2024-10-14,13,13,6,108,1,0,108,27.000,,2,10699.00,1,3,"728 Piney Grove Road,Kernersville,NC,27284",36.1356,-80.071,,2026-04-01
345355,Graham Healthcare and Rehabilitation Center,811 Snowbird Road,Robbinsville,NC,28771,8284798421,370,Graham,N,For profit - Corporation,80,58.1,,Medicare and Medicaid,N,"GRANITE FALLS LTC, LLC",1991-02-05,PRINCIPLE LONG TERM CARE,423,44,3.1,3.0,3.0,3.4,N,,N,N,N,Resident,Yes,3,,3,,4,,4,,3,,3,,,,1.99060,0.68222,0.68390,1.36611,3.35671,2.96589,0.59202,0.05885,63.0,,61.5,,4,,1.14919,0.82575,1.92561,0.71040,0.56095,3.19696,2.83613,2.39383,0.82041,0.82243,4.03667,3.56668,2024-12-19,4,4,0,28,1,0,28,2023-07-20,6,5,6,24,1,0,24,27.000,,0,0.00,0,0,"811 Snowbird Road,Robbinsville,NC,28771",35.3115,-83.816,,2026-04-01
345356,Rich Square Nursing & Rehabilitation Center,300 North Main Street,Rich Square,NC,27869,2525394161,650,Northampton,N,For profit - Limited Liability company,69,59.9,,Medicare and Medicaid,N,RICH SQUARE OPERATIONS LLC,1991-02-19,LIFEWORKS REHAB,768,62,2.1,2.1,1.5,4.0,N,,N,N,N,Resident,Yes,1,,1,,2,,4,,1,,1,24,,,0.88178,0.34753,0.10393,0.45146,1.33324,1.05647,0.04472,0.09066,60.3,,71.4,,2,,1.27931,0.91925,2.14364,0.79084,0.62446,3.55894,3.15726,0.95255,0.37542,0.11227,1.44024,1.14125,2025-07-02,10,10,0,48,1,0,48,2024-06-06,15,6,9,757,1,0,757,225.250,,1,190684.00,0,1,"300 North Main Street,Rich Square,NC,27869",36.2775,-77.281,,2026-04-01
345357,PruittHealth-Neuse,1303 Health Drive,New Bern,NC,28560,2526342560,240,Craven,N,For profit - Limited Liability company,110,89.1,,Medicare and Medicaid,N,"PRUITTHEALTH - NEUSE, LLC",1991-02-15,PRUITTHEALTH,434,96,2.9,2.8,2.4,3.7,N,,N,N,N,Resident,Yes,2,,2,,2,,4,,1,,2,,,,1.91604,0.52875,0.63504,1.16379,3.07983,2.38210,0.37817,0.04407,38.9,,16.7,,2,,1.29898,0.93338,2.17660,0.80300,0.63406,3.61366,3.20580,2.03847,0.56253,0.67562,3.27661,2.53430,2025-12-18,5,2,3,16,1,0,16,2024-09-11,30,7,26,283,1,0,283,82.750,,5,200097.00,3,8,"1303 Health Drive,New Bern,NC,28560",35.1139,-77.069,,2026-04-01
345358,Louisburg Healthcare & Rehabilitation Center,202 Smoketree Way,Louisburg,NC,27549,9194962188,340,Franklin,Y,For profit - Limited Liability company,92,87.9,,Medicare and Medicaid,N,LIBERTY HEALTHCARE GROUP LLC,1991-03-22,LIBERTY SENIOR LIVING,310,37,2.6,2.9,2.1,3.0,N,,N,N,N,Resident,Yes,1,,2,,3,,4,,2,,1,,,,2.01054,0.72229,0.33291,1.05520,3.06575,2.76493,0.19011,0.04829,58.4,,50.0,,0,,1.39383,1.00154,2.33554,0.86164,0.68036,3.87754,3.43989,1.99344,0.71615,0.33008,3.03967,2.74141,2025-03-06,7,7,2,28,1,0,28,2024-03-06,16,8,9,231,1,0,231,78.750,,3,153104.00,2,5,"202 Smoketree Way,Louisburg,NC,27549",36.1137,-78.3,,2026-04-01
345359,Ahoskie Health and Rehabilitation Center,604 Stokes Street East,Ahoskie,NC,27910,2523322126,450,Hertford,N,For profit - Corporation,151,122.7,,Medicare and Medicaid,N,AHOSKIE NC OPCO LLC,1991-04-04,AUGUST HEALTHCARE,833,5,3.0,3.2,1.8,2.6,N,,N,N,N,Resident,Yes,3,,3,,2,,2,,2,,2,,,,2.36554,0.54761,0.38968,0.93729,3.30283,3.18459,0.31336,0.07584,51.4,,60.0,,1,,1.35990,0.97716,2.27869,0.84067,0.66380,3.78316,3.35617,2.40393,0.55650,0.39601,3.35643,3.23627,2025-12-18,9,9,2,28,1,0,28,2024-09-26,10,10,1,60,1,0,60,36.000,,1,11629.00,0,1,"604 Stokes Street East,Ahoskie,NC,27910",36.2777,-76.984,,2026-04-01
345362,The Greens at Cabarrus,250 Bishop Lane,Concord,NC,28025,7047886400,120,Cabarrus,Y,For profit - Corporation,90,82.3,,Medicare and Medicaid,N,GREENS AT CABARRUS LLC,1991-04-30,CCH HEALTHCARE,124,32,2.5,2.4,2.4,3.8,N,,N,N,N,Resident,Yes,5,,4,,5,,5,,5,,2,,,,1.73555,0.92376,0.48524,1.40899,3.14455,2.64734,0.36834,0.10753,41.2,,27.3,,2,,1.37201,0.98586,2.29897,0.84815,0.66971,3.81682,3.38603,1.74816,0.93047,0.48876,3.16739,2.66657,2025-07-24,2,1,1,8,1,0,8,2024-05-23,1,0,1,20,0,0,20,11.000,,1,15269.00,0,1,"250 Bishop Lane,Concord,NC,28025",35.4533,-80.604,,2026-04-01
345363,"Compass Healthcare and Rehab Hawfields, Inc.",2502 S NC 119,Mebane,NC,27302,3365784701,000,Alamance,Y,For profit - Corporation,117,91.4,,Medicare and Medicaid,N,COMPASS HEALTHCARE AND REHAB HAWFIELDS INC,1991-04-23,,,,,,,,N,,N,N,N,Resident,Yes,3,,4,,1,,2,,1,,3,,,,2.61354,1.08622,0.44584,1.53207,4.14561,3.71837,0.48682,0.04799,56.3,,58.3,,0,,1.20704,0.86732,2.02254,0.74617,0.58918,3.35789,2.97890,2.99232,1.24365,0.51046,4.74643,4.25727,2026-01-23,2,2,2,8,1,0,8,2024-10-10,4,3,3,24,1,0,24,12.000,,0,0.00,0,0,"2502 S NC 119,Mebane,NC,27302",36.0899,-79.286,22,2026-04-01
345365,Signature Healthcare of Kinston,907 Cunningham Road,Kinston,NC,28501,2525275146,530,Lenoir,N,For profit - Limited Liability company,106,90.1,,Medicare and Medicaid,N,LP KINSTON LLC,1991-05-02,SIGNATURE HEALTHCARE,474,71,3.1,2.9,2.6,3.9,N,,N,N,N,Resident,Yes,2,,3,,2,,4,,1,,1,,,,2.38682,0.88673,0.45953,1.34626,3.73308,3.12907,0.36259,0.09026,60.5,,69.6,,2,,1.48625,1.06795,2.49039,0.91877,0.72547,4.13463,3.66797,2.21937,0.82452,0.42729,3.47117,2.90954,2025-12-09,8,8,4,40,1,0,40,2024-10-17,9,6,4,56,1,0,56,44.000,,1,11638.00,0,1,"907 Cunningham Road,Kinston,NC,28501",35.2929,-77.563,,2026-04-01
345366,Greendale Forest Nursing and Rehabilitation Center,1304 SE Second Street,Snow Hill,NC,28580,2527478126,390,Greene,N,For profit - Corporation,115,102.4,,Medicare and Medicaid,N,"RIVER NEUSE GROUP, LLC",1991-05-13,PRINCIPLE LONG TERM CARE,423,44,3.1,3.0,3.0,3.4,N,,N,N,N,Resident,Yes,2,,3,,3,,4,,3,,1,,,,2.41669,0.77734,0.28963,1.06697,3.48366,3.06006,0.12718,0.05032,,26,,26,0,,1.29401,0.92981,2.16827,0.79993,0.63164,3.59984,3.19354,2.58097,0.83018,0.30932,3.72047,3.26808,2025-03-27,8,7,3,44,1,0,44,2024-01-08,7,3,4,32,0,0,32,41.000,,2,18132.00,0,2,"1304 SE Second Street,Snow Hill,NC,28580",35.4356,-77.66,,2026-04-01
345367,Liberty Healthcare Services of Golden Years Nursin,7348 North West Street,Falcon,NC,28342,9109801271,250,Cumberland,Y,For profit - Corporation,58,49.9,,Medicare and Medicaid,N,LIBERTY HEALTHCARE GROUP LLC,1991-05-03,LIBERTY SENIOR LIVING,310,37,2.6,2.9,2.1,3.0,N,,N,N,N,Resident,Yes,4,,5,,4,,4,,,2,1,,,,1.95144,0.85655,0.35921,1.21576,3.16720,2.89829,0.31264,0.02970,68.1,,100.0,,1,,1.51082,1.08560,2.53156,0.93396,0.73747,4.20299,3.72861,1.78501,0.78350,0.32857,2.89709,2.65112,2025-11-20,1,1,0,4,1,0,4,2024-08-29,2,1,1,8,1,0,8,5.000,,0,0.00,0,0,"7348 North West Street,Falcon,NC,28342",35.1945,-78.648,,2026-04-01
345369,Rex Rehab & Nursing Care Center,4210 Lake Boone Trail,Raleigh,NC,27607,9197846600,910,Wake,Y,Government - Hospital district,120,97.6,,Medicare and Medicaid,Y,REX HOSPITAL INC,1991-05-21,,,,,,,,N,,N,N,N,Resident,Yes,4,,4,,4,,5,,4,,3,,,,2.36091,1.14010,0.90989,2.04999,4.41090,3.95211,0.72398,0.35727,,26,,26,,26,1.24624,0.89549,2.08824,0.77040,0.60832,3.46696,3.07566,2.61803,1.26427,1.00899,4.89129,4.38254,2025-08-21,1,1,0,4,1,0,4,2024-05-17,5,5,1,40,1,0,40,13.000,,1,15646.00,0,1,"4210 Lake Boone Trail,Raleigh,NC,27607",35.8155,-78.701,,2026-04-01
345370,Pinehurst Healthcare & Rehabilitation Center,300 Blake Boulevard,Pinehurst,NC,28374,9102956158,620,Moore,Y,For profit - Limited Liability company,144,126.0,,Medicare and Medicaid,N,LIBERTY HEALTHCARE GROUP LLC,1991-05-01,LIBERTY SENIOR LIVING,310,37,2.6,2.9,2.1,3.0,N,,N,N,N,Both,Yes,2,,3,,3,,3,,2,,1,,,,2.22236,0.64982,0.39878,1.04861,3.27096,3.06232,0.27788,0.02047,55.5,,82.4,,1,,1.33933,0.96238,2.24422,0.82795,0.65376,3.72593,3.30540,2.29311,0.67051,0.41148,3.37510,3.15981,2025-01-24,4,3,3,32,1,0,32,2023-09-13,6,5,2,36,1,0,36,33.000,,1,9620.00,0,1,"300 Blake Boulevard,Pinehurst,NC,28374",35.1708,-79.465,,2026-04-01
345371,PruittHealth-Trent,836 Hospital Drive,New Bern,NC,28560,2526386001,240,Craven,N,For profit - Corporation,116,98.5,,Medicare and Medicaid,N,"PRUITTHEALTH - TRENT, LLC",1991-05-17,PRUITTHEALTH,434,96,2.9,2.8,2.4,3.7,N,,N,N,N,Resident,Yes,1,,1,,3,,4,,2,,3,,,,2.00257,0.76043,0.51557,1.27599,3.27857,2.72766,0.27087,0.02322,18.8,,38.5,,0,,1.34309,0.96508,2.25052,0.83027,0.65560,3.73638,3.31467,2.06055,0.78244,0.53049,3.37348,2.80662,2025-02-27,10,5,5,165,1,0,165,2024-01-11,5,3,4,24,1,0,24,129.750,,2,24850.00,0,2,"836 Hospital Drive,New Bern,NC,28560",35.1126,-77.066,,2026-04-01
